model,variable,quantile,obs_value,cmip_value,difference,relative_difference_pct
IPSL-CM6A-LR,wind,0.95,1.7712679477171462,5.68895496957289,3.917687021855744,221.1798066410537
IPSL-CM6A-LR,wind,0.99,2.290385645051189,7.351743209687736,5.061357564636547,220.98276661716628
MIROC6,precip_consensus,0.01,0.001364441540446398,0.0,-0.001364441540446398,-100.0
MIROC6,precip_consensus,0.05,0.020303170461220998,0.0,-0.020303170461220998,-99.99999999999999
MIROC6,precip_consensus,0.1,0.06654387951424576,0.0,-0.06654387951424576,-100.0
MIROC6,precip_consensus,0.25,0.36593424518266227,0.0439740979856174,-0.32196014719704485,-87.98306019059052
MIROC6,precip_consensus,0.5,2.2381017066336617,2.041669263452917,-0.1964324431807447,-8.776743371336757
MIROC6,precip_consensus,0.75,8.251458253782918,11.71156914855094,3.4601108947680217,41.933326066113445
MIROC6,precip_consensus,0.9,14.360511428963337,19.12372707664112,4.763215647677784,33.168844098901516
MIROC6,precip_consensus,0.95,18.3865296573891,23.79831080935651,5.411781151967411,29.43340180452458
MIROC6,precip_consensus,0.99,27.626554028149616,33.157023843209885,5.530469815060268,20.018674096758822
MIROC6,tas,0.01,13.562005271069761,13.720983816678434,0.1589785456086723,1.1722348017944118
MIROC6,tas,0.05,14.648812302124492,15.026894874781231,0.37808257265673895,2.580977657839921
MIROC6,tas,0.1,15.102207967988353,15.778996435280078,0.6767884672917255,4.481387547610862
MIROC6,tas,0.25,15.737775453943096,16.853325332057956,1.1155498781148605,7.088358080718199
MIROC6,tas,0.5,16.308847934518468,17.596250090051893,1.2874021555334245,7.893887788410704
MIROC6,tas,0.75,16.865925052617698,18.22278430709424,1.356859254476543,8.044973816991734
MIROC6,tas,0.9,17.407313362279044,18.925962370992384,1.5186490087133393,8.724201013145379
MIROC6,tas,0.95,17.745614703974663,19.433711476143614,1.6880967721689508,9.512754561220417
MIROC6,tas,0.99,18.484926735967406,20.48706571318415,2.0021389772167453,10.8311977959915
MIROC6,tasmin,0.01,9.542661946133531,6.086628709803536,-3.4560332363299953,-36.216657949727555
MIROC6,tasmin,0.05,10.947149455496104,7.968303109257622,-2.978846346238482,-27.211159931162978
MIROC6,tasmin,0.1,11.58470564339559,9.216435716973,-2.36826992642259,-20.443073819253527
MIROC6,tasmin,0.25,12.685621447575494,10.931327803147969,-1.7542936444275252,-13.828992546224923
MIROC6,tasmin,0.5,13.742193880351806,12.279385992998657,-1.462807887353149,-10.644645972028016
MIROC6,tasmin,0.75,14.416768534718585,13.173830484692541,-1.2429380500260443,-8.621474687845549
MIROC6,tasmin,0.9,14.858966332105167,13.802036006072855,-1.0569303260323117,-7.113081101399666
MIROC6,tasmin,0.95,15.083673829122157,14.1558554894286,-0.9278183396935571,-6.15114295233706
MIROC6,tasmin,0.99,15.500298562545993,14.786381072164257,-0.7139174903817356,-4.605830574817467
MIROC6,tasmax,0.01,17.143873053540084,19.02878517526098,1.8849121217208946,10.994669149930937
MIROC6,tasmax,0.05,18.276754090956164,20.193954134248017,1.917200043291853,10.48982786413117
MIROC6,tasmax,0.1,18.767814756936303,20.778462811245966,2.0106480543096623,10.713277386577769
MIROC6,tasmax,0.25,19.459682347173867,21.718145801981965,2.2584634548080977,11.60585982091375
MIROC6,tasmax,0.5,20.219715939076544,22.908706398218733,2.6889904591421896,13.29885378827433
MIROC6,tasmax,0.75,21.15149426054363,24.289179967661397,3.137685707117768,14.834345358620183
MIROC6,tasmax,0.9,22.202173256976607,25.7036412473585,3.5014679903818937,15.770834457755727
MIROC6,tasmax,0.95,22.940708978444693,26.571317095313592,3.630608116868899,15.82605018999305
MIROC6,tasmax,0.99,24.19964496694552,28.625019779726472,4.425374812780952,18.286941063910668
MIROC6,rh,0.01,54.24143437771188,55.64704286418977,1.4056084864778882,2.591392544470507
MIROC6,rh,0.05,60.72498947629099,62.05108957968124,1.326100103390246,2.1837798817700884
MIROC6,rh,0.1,64.51737287922357,66.21698624657803,1.6996133673544591,2.6343499301128284
MIROC6,rh,0.25,71.44038562554204,73.60551069082459,2.1651250652825524,3.0306738217108067
MIROC6,rh,0.5,79.06523449541791,83.76630026395203,4.7010657685341215,5.945806394600099
MIROC6,rh,0.75,86.61181384245056,88.50127852809885,1.8894646856482922,2.181532289677346
MIROC6,rh,0.9,91.60414646206316,90.97272538148641,-0.6314210805767431,-0.6892931215054103
MIROC6,rh,0.95,93.54094944239945,92.40894711186976,-1.1320023305296871,-1.210167672316337
MIROC6,rh,0.99,96.10186713446025,94.97955187021057,-1.1223152642496785,-1.167839187431602
MIROC6,shortwave,0.01,8.123637298959586,15.352395669385569,7.228758370425982,88.9842579672013
MIROC6,shortwave,0.05,12.362643611951848,16.90343119256692,4.540787580615072,36.72990764066975
MIROC6,shortwave,0.1,14.294086126913156,17.689088001168674,3.3950018742555184,23.751094292508487
MIROC6,shortwave,0.25,16.740133504729148,19.038563880194992,2.298430375465845,13.730060007087339
MIROC6,shortwave,0.5,19.14489942046432,20.62588417728612,1.480984756821801,7.735662247662426
MIROC6,shortwave,0.75,21.47965527773001,22.505573973008456,1.0259186952784454,4.776234450755419
MIROC6,shortwave,0.9,23.61945787306535,24.24850646916624,0.6290485961008905,2.663264328425723
MIROC6,shortwave,0.95,24.823127847501073,25.222127373287016,0.39899952578594267,1.6073700632618289
MIROC6,shortwave,0.99,26.853095109922613,26.784071088675077,-0.06902402124753593,-0.25704307442023894
MIROC6,longwave,0.01,26.889406656990545,25.25713469060579,-1.6322719663847565,-6.07031604381054
MIROC6,longwave,0.05,28.27366862738607,26.327973680600028,-1.9456949467860412,-6.8816501050076955
MIROC6,longwave,0.1,29.013446756577814,26.854694791079666,-2.1587519654981477,-7.440522264073034
MIROC6,longwave,0.25,30.238961359415303,27.726606597800334,-2.5123547616149686,-8.30833682332384
MIROC6,longwave,0.5,31.45313495571797,28.561446048123717,-2.8916889075942542,-9.193642896536025
MIROC6,longwave,0.75,32.26054012532244,29.075328225057635,-3.1852119002648074,-9.873399167810652
MIROC6,longwave,0.9,32.80311042321582,29.43143014040087,-3.3716802828149497,-10.278538343817246
MIROC6,longwave,0.95,33.08532702089423,29.640242860767806,-3.4450841601264273,-10.41272512721657
MIROC6,longwave,0.99,33.60379732077386,30.00534314581199,-3.5984541749618657,-10.708474820901571
MIROC6,wind,0.01,0.12362079876653172,1.0947435710078381,0.9711227722413064,785.5658448505526
MIROC6,wind,0.05,0.21661594904492043,1.3613196916918937,1.1447037426469733,528.4485042279098
MIROC6,wind,0.1,0.28935312804449365,1.553127179380323,1.2637740513358293,436.7583858092937
MIROC6,wind,0.25,0.4523419982740058,1.9815491076375618,1.529207109363556,338.0643661650979
MIROC6,wind,0.5,0.7499348093163911,2.6622955453851835,1.9123607360687924,255.00359662088758
MIROC6,wind,0.75,1.1569305560826137,3.7145880779933407,2.557657521910727,221.07269174141257
MIROC6,wind,0.9,1.5341475522071901,5.17649660006247,3.64234904785528,237.41843101173703
MIROC6,wind,0.95,1.7712679477171462,6.176548643581203,4.4052806958640565,248.70775206775974
MIROC6,wind,0.99,2.290385645051189,7.7603418454967565,5.4699562004455675,238.8224975241371
MPI-ESM1-2-HR,precip_consensus,0.01,0.001364441540446398,0.0,-0.001364441540446398,-100.0
MPI-ESM1-2-HR,precip_consensus,0.05,0.020303170461220998,0.0,-0.020303170461220998,-99.99999999999999
MPI-ESM1-2-HR,precip_consensus,0.1,0.06654387951424576,0.0,-0.06654387951424576,-100.0
MPI-ESM1-2-HR,precip_consensus,0.25,0.36593424518266227,0.002660808712981625,-0.36327343646968063,-99.27287244962453
MPI-ESM1-2-HR,precip_consensus,0.5,2.2381017066336617,2.6531928490854986,0.41509114245183687,18.54657191054008
MPI-ESM1-2-HR,precip_consensus,0.75,8.251458253782918,12.089116504744123,3.837658250961205,46.508848895912585
MPI-ESM1-2-HR,precip_consensus,0.9,14.360511428963337,18.80829146696774,4.447780038004405,30.97229552029599
MPI-ESM1-2-HR,precip_consensus,0.95,18.3865296573891,22.668068887757467,4.281539230368367,23.286282458678762
MPI-ESM1-2-HR,precip_consensus,0.99,27.626554028149616,31.069343609826966,3.4427895816773493,12.461885684944189
MPI-ESM1-2-HR,tas,0.01,13.562005271069761,12.943636337863966,-0.6183689332057956,-4.559568595102154
MPI-ESM1-2-HR,tas,0.05,14.648812302124492,14.53337180549332,-0.11544049663117129,-0.7880536268078823
MPI-ESM1-2-HR,tas,0.1,15.102207967988353,15.5033371221824,0.40112915419404693,2.656096082402699
MPI-ESM1-2-HR,tas,0.25,15.737775453943096,16.747436214926488,1.009660760983392,6.4155239979003635
MPI-ESM1-2-HR,tas,0.5,16.308847934518468,17.560456723072512,1.2516087885540443,7.674415713356145
MPI-ESM1-2-HR,tas,0.75,16.865925052617698,18.41054062139795,1.5446155687802516,9.158202493853235
MPI-ESM1-2-HR,tas,0.9,17.407313362279044,19.253593719982735,1.8462803577036908,10.606348718375502
MPI-ESM1-2-HR,tas,0.95,17.745614703974663,19.80914134875023,2.0635266447755676,11.628375118013684
MPI-ESM1-2-HR,tas,0.99,18.484926735967406,21.01083337168878,2.5259066357213733,13.664682970079298
MPI-ESM1-2-HR,tasmin,0.01,9.542661946133531,5.020988652797367,-4.521673293336164,-47.38377319515382
MPI-ESM1-2-HR,tasmin,0.05,10.947149455496104,7.460668036455687,-3.486481419040417,-31.84830382753203
MPI-ESM1-2-HR,tasmin,0.1,11.58470564339559,8.710381579789981,-2.8743240636056093,-24.81136899014999
MPI-ESM1-2-HR,tasmin,0.25,12.685621447575494,10.775401364519318,-1.910220083056176,-15.058151395659545
MPI-ESM1-2-HR,tasmin,0.5,13.742193880351806,12.440790378591425,-1.3014035017603813,-9.470129100864241
MPI-ESM1-2-HR,tasmin,0.75,14.416768534718585,13.576327906540856,-0.8404406281777295,-5.829604783858278
MPI-ESM1-2-HR,tasmin,0.9,14.858966332105167,14.272799582559578,-0.5861667495455887,-3.94486895282266
MPI-ESM1-2-HR,tasmin,0.95,15.083673829122157,14.650806089307462,-0.43286773981469473,-2.8697765857211386
MPI-ESM1-2-HR,tasmin,0.99,15.500298562545993,15.314059323170168,-0.18623923937582454,-1.201520336039475
MPI-ESM1-2-HR,tasmax,0.01,17.143873053540084,18.89635549243033,1.7524824388902474,10.222208443898694
MPI-ESM1-2-HR,tasmax,0.05,18.276754090956164,20.2152977031437,1.9385436121875372,10.606607729907475
MPI-ESM1-2-HR,tasmax,0.1,18.767814756936303,20.7791331306833,2.0113183737469953,10.716849030085626
MPI-ESM1-2-HR,tasmax,0.25,19.459682347173867,21.73325954916701,2.2735772019931417,11.683526798798614
MPI-ESM1-2-HR,tasmax,0.5,20.219715939076544,22.856480232614008,2.636764293537464,13.040560517676036
MPI-ESM1-2-HR,tasmax,0.75,21.15149426054363,24.100011881843965,2.9485176213003363,13.939996791624095
MPI-ESM1-2-HR,tasmax,0.9,22.202173256976607,25.46545458517442,3.263281328197813,14.698026586980127
MPI-ESM1-2-HR,tasmax,0.95,22.940708978444693,26.49485105087199,3.5541420724272967,15.492729870584219
MPI-ESM1-2-HR,tasmax,0.99,24.19964496694552,28.476330994986466,4.276686028040945,17.672515583937297
MPI-ESM1-2-HR,rh,0.01,54.24143437771188,57.89677887358952,3.6553444958776353,6.739026240389465
MPI-ESM1-2-HR,rh,0.05,60.72498947629099,63.49720579261988,2.772216316328887,4.565198512568291
MPI-ESM1-2-HR,rh,0.1,64.51737287922357,67.34821207432148,2.8308391950979086,4.387716158866597
MPI-ESM1-2-HR,rh,0.25,71.44038562554204,73.99378173077692,2.5533961052348815,3.574163385145513
MPI-ESM1-2-HR,rh,0.5,79.06523449541791,83.70436100360473,4.63912650818682,5.867466956612482
MPI-ESM1-2-HR,rh,0.75,86.61181384245056,88.55151556880097,1.9397017263504068,2.239534816669215
MPI-ESM1-2-HR,rh,0.9,91.60414646206316,91.02957452659398,-0.5745719354691801,-0.6272335452709367
MPI-ESM1-2-HR,rh,0.95,93.54094944239945,92.57690036544382,-0.9640490769556322,-1.0306171604012566
MPI-ESM1-2-HR,rh,0.99,96.10186713446025,95.04794340623535,-1.0539237282249019,-1.0966735191006352
MPI-ESM1-2-HR,shortwave,0.01,8.123637298959586,15.864849808665792,7.741212509706205,95.29244382559571
MPI-ESM1-2-HR,shortwave,0.05,12.362643611951848,17.202905031258005,4.840261419306158,39.15231702244278
MPI-ESM1-2-HR,shortwave,0.1,14.294086126913156,17.884075488041113,3.589989361127957,25.115207290997514
MPI-ESM1-2-HR,shortwave,0.25,16.740133504729148,19.090569481621415,2.3504359768922676,14.040724204668148
MPI-ESM1-2-HR,shortwave,0.5,19.14489942046432,20.649158717021006,1.504259296556686,7.857232694305809
MPI-ESM1-2-HR,shortwave,0.75,21.47965527773001,22.453695270876025,0.9740399931460146,4.534709614990395
MPI-ESM1-2-HR,shortwave,0.9,23.61945787306535,24.04121766777664,0.42175979471128855,1.785645534194271
MPI-ESM1-2-HR,shortwave,0.95,24.823127847501073,24.98277816686412,0.1596503193630454,0.6431515010672488
MPI-ESM1-2-HR,shortwave,0.99,26.853095109922613,26.659057245837605,-0.19403786408500778,-0.72259031329803
MPI-ESM1-2-HR,longwave,0.01,26.889406656990545,25.21785374135502,-1.671552915635523,-6.216399405752462
MPI-ESM1-2-HR,longwave,0.05,28.27366862738607,26.25766735383581,-2.016001273550259,-7.130313720935197
MPI-ESM1-2-HR,longwave,0.1,29.013446756577814,26.81740584048412,-2.1960409160936933,-7.5690452586293135
MPI-ESM1-2-HR,longwave,0.25,30.238961359415303,27.737257590772288,-2.501703768643015,-8.273114075937254
MPI-ESM1-2-HR,longwave,0.5,31.45313495571797,28.579405049308406,-2.873729906409565,-9.136545245666014
MPI-ESM1-2-HR,longwave,0.75,32.26054012532244,29.073281980020493,-3.18725814530195,-9.87974204064909
MPI-ESM1-2-HR,longwave,0.9,32.80311042321582,29.406669579117573,-3.3964408440982474,-10.354020701934646
MPI-ESM1-2-HR,longwave,0.95,33.08532702089423,29.590068779296878,-3.495258241597355,-10.564375680464062
MPI-ESM1-2-HR,longwave,0.99,33.60379732077386,29.925143224545337,-3.67865409622852,-10.947138090118099
MPI-ESM1-2-HR,wind,0.01,0.12362079876653172,0.9975970516765053,0.8739762529099735,706.981561056365
MPI-ESM1-2-HR,wind,0.05,0.21661594904492043,1.2558181971148716,1.0392022480699512,479.74410594043934
MPI-ESM1-2-HR,wind,0.1,0.28935312804449365,1.446671833822636,1.1573187057781424,399.9675806512043
MPI-ESM1-2-HR,wind,0.25,0.4523419982740058,1.8372120640642655,1.3848700657902597,306.15553520886556
MPI-ESM1-2-HR,wind,0.5,0.7499348093163911,2.4883115252510444,1.7383767159346533,231.80371071443983
MPI-ESM1-2-HR,wind,0.75,1.1569305560826137,3.5020211032830955,2.3450905472004817,202.69933531196529
MPI-ESM1-2-HR,wind,0.9,1.5341475522071901,4.955421520973165,3.4212739687659752,223.00814311138205
MPI-ESM1-2-HR,wind,0.95,1.7712679477171462,5.972443921839605,4.201175974122458,237.1846664722318
MPI-ESM1-2-HR,wind,0.99,2.290385645051189,7.595258941910957,5.304873296859768,231.61485090172255
MRI-ESM2-0,precip_consensus,0.01,0.001364441540446398,0.0,-0.001364441540446398,-100.0
MRI-ESM2-0,precip_consensus,0.05,0.020303170461220998,0.0,-0.020303170461220998,-99.99999999999999
MRI-ESM2-0,precip_consensus,0.1,0.06654387951424576,0.0,-0.06654387951424576,-100.0
MRI-ESM2-0,precip_consensus,0.25,0.36593424518266227,0.004340788857592425,-0.36159345632506984,-98.81377900135429
MRI-ESM2-0,precip_consensus,0.5,2.2381017066336617,2.907367579669493,0.6692658730358314,29.903282368810537
MRI-ESM2-0,precip_consensus,0.75,8.251458253782918,11.99306437390719,3.7416061201242723,45.34478640074215
MRI-ESM2-0,precip_consensus,0.9,14.360511428963337,18.870679100395233,4.510167671431896,31.406734319611054
MRI-ESM2-0,precip_consensus,0.95,18.3865296573891,22.550418813651817,4.163889156262716,22.646411442788768
MRI-ESM2-0,precip_consensus,0.99,27.626554028149616,31.461471817944748,3.8349177897951314,13.881274464732757
MRI-ESM2-0,tas,0.01,13.562005271069761,12.364494227008112,-1.197511044061649,-8.829896612827302
MRI-ESM2-0,tas,0.05,14.648812302124492,14.286655688676701,-0.36215661344779093,-2.47225922469679
MRI-ESM2-0,tas,0.1,15.102207967988353,15.358807022845182,0.25659905485682977,1.6990830440206772
MRI-ESM2-0,tas,0.25,15.737775453943096,16.876369063580647,1.1385936096375513,7.234781135171661
MRI-ESM2-0,tas,0.5,16.308847934518468,17.647812623404434,1.3389646888859659,8.210050729898475
MRI-ESM2-0,tas,0.75,16.865925052617698,18.270763109551126,1.4048380569334284,8.329445628097279
MRI-ESM2-0,tas,0.9,17.407313362279044,19.082724115757365,1.675410753478321,9.624752071786501
MRI-ESM2-0,tas,0.95,17.745614703974663,19.680437006715888,1.9348223027412246,10.903101047876707
MRI-ESM2-0,tas,0.99,18.484926735967406,20.978038600233756,2.49311186426635,13.487269383737017
MRI-ESM2-0,tasmin,0.01,9.542661946133531,4.423617326913659,-5.119044619219872,-53.643780405466345
MRI-ESM2-0,tasmin,0.05,10.947149455496104,7.102889289230619,-3.844260166265485,-35.11654044638482
MRI-ESM2-0,tasmin,0.1,11.58470564339559,8.595245478062054,-2.9894601653335364,-25.80523197874967
MRI-ESM2-0,tasmin,0.25,12.685621447575494,10.944010399990416,-1.741611047585078,-13.729016389007406
MRI-ESM2-0,tasmin,0.5,13.742193880351806,12.522300661847915,-1.2198932185038913,-8.876990305369361
MRI-ESM2-0,tasmin,0.75,14.416768534718585,13.41570801448303,-1.001060520235555,-6.9437233304037065
MRI-ESM2-0,tasmin,0.9,14.858966332105167,14.004873290348598,-0.8540930417565686,-5.747997691543081
MRI-ESM2-0,tasmin,0.95,15.083673829122157,14.36149374539737,-0.7221800837247869,-4.7878261748836595
MRI-ESM2-0,tasmin,0.99,15.500298562545993,15.023015912165427,-0.47728265038056605,-3.079183594139559
MRI-ESM2-0,tasmax,0.01,17.143873053540084,18.846175548782785,1.7023024952427015,9.929509451723272
MRI-ESM2-0,tasmax,0.05,18.276754090956164,20.185469847298734,1.9087157563425698,10.443406672999199
MRI-ESM2-0,tasmax,0.1,18.767814756936303,20.78168383322129,2.013869076284987,10.730439864026744
MRI-ESM2-0,tasmax,0.25,19.459682347173867,21.75299058090796,2.2933082337340913,11.784921217211693
MRI-ESM2-0,tasmax,0.5,20.219715939076544,22.847536497689358,2.6278205586128145,12.996327774982728
MRI-ESM2-0,tasmax,0.75,21.15149426054363,24.10486872105001,2.9533744605063816,13.962958948085566
MRI-ESM2-0,tasmax,0.9,22.202173256976607,25.447619912402903,3.2454466554262957,14.617698086859475
MRI-ESM2-0,tasmax,0.95,22.940708978444693,26.41045551404278,3.4697465355980874,15.124844392814076
MRI-ESM2-0,tasmax,0.99,24.19964496694552,28.38829791960171,4.188652952656188,17.308737208242107
MRI-ESM2-0,rh,0.01,54.24143437771188,57.00743297430987,2.7659985965979885,5.099420080481045
MRI-ESM2-0,rh,0.05,60.72498947629099,63.457675705581416,2.7326862292904224,4.500101610321978
MRI-ESM2-0,rh,0.1,64.51737287922357,67.14657675320986,2.6292038739862846,4.075187436581075
MRI-ESM2-0,rh,0.25,71.44038562554204,73.99118153514759,2.5507959096055544,3.5705237132616623
MRI-ESM2-0,rh,0.5,79.06523449541791,83.55367256122861,4.488438065810698,5.67687947105351
MRI-ESM2-0,rh,0.75,86.61181384245056,88.6450080558902,2.033194213439643,2.3474790830937717
MRI-ESM2-0,rh,0.9,91.60414646206316,91.19998449106686,-0.4041619709962987,-0.4412048871212155
MRI-ESM2-0,rh,0.95,93.54094944239945,92.66909686646176,-0.8718525759376945,-0.9320544436793032
MRI-ESM2-0,rh,0.99,96.10186713446025,95.33725257373248,-0.7646145607277646,-0.795629245848012
MRI-ESM2-0,shortwave,0.01,8.123637298959586,15.222838936931675,7.099201637972088,87.38944609062372
MRI-ESM2-0,shortwave,0.05,12.362643611951848,16.903434038566214,4.540790426614366,36.72993066163018
MRI-ESM2-0,shortwave,0.1,14.294086126913156,17.681187698754485,3.3871015718413293,23.695824565265738
MRI-ESM2-0,shortwave,0.25,16.740133504729148,18.987922570000322,2.2477890652711743,13.427545632393947
MRI-ESM2-0,shortwave,0.5,19.14489942046432,20.592541445872826,1.4476420254085056,7.561502380425648
MRI-ESM2-0,shortwave,0.75,21.47965527773001,22.4074415543353,0.9277862766052891,4.319372283256393
MRI-ESM2-0,shortwave,0.9,23.61945787306535,24.18264838995261,0.5631905168872606,2.384434562020578
MRI-ESM2-0,shortwave,0.95,24.823127847501073,25.219343529953257,0.3962156824521834,1.5961553470872132
MRI-ESM2-0,shortwave,0.99,26.853095109922613,26.909698618148052,0.05660350822543947,0.21078951232151874
MRI-ESM2-0,longwave,0.01,26.889406656990545,25.1055892630155,-1.7838173939750455,-6.63390388910385
MRI-ESM2-0,longwave,0.05,28.27366862738607,26.1975721937436,-2.076096433642469,-7.342861872659666
MRI-ESM2-0,longwave,0.1,29.013446756577814,26.758451562660092,-2.254995193917722,-7.772241653454974
MRI-ESM2-0,longwave,0.25,30.238961359415303,27.71110581815126,-2.527855541264042,-8.359597775923481
MRI-ESM2-0,longwave,0.5,31.45313495571797,28.559639348264604,-2.8934956074533673,-9.199386997598307
MRI-ESM2-0,longwave,0.75,32.26054012532244,29.119279725922134,-3.141260399400309,-9.737159970655986
MRI-ESM2-0,longwave,0.9,32.80311042321582,29.45874168673156,-3.3443687364842596,-10.195279329722775
MRI-ESM2-0,longwave,0.95,33.08532702089423,29.658788816438268,-3.426538204455966,-10.356670200938376
MRI-ESM2-0,longwave,0.99,33.60379732077386,30.02565132738858,-3.5781459933852773,-10.648040634304351
MRI-ESM2-0,wind,0.01,0.12362079876653172,1.026467100062657,0.9028463012961253,730.33527553986
MRI-ESM2-0,wind,0.05,0.21661594904492043,1.2601547921941583,1.0435388431492378,481.7460799863982
MRI-ESM2-0,wind,0.1,0.28935312804449365,1.4183996305439643,1.1290465024994707,390.1967502925553
MRI-ESM2-0,wind,0.25,0.4523419982740058,1.7665589217279778,1.314216923453972,290.536127193276
MRI-ESM2-0,wind,0.5,0.7499348093163911,2.340270172051393,1.5903353627350019,212.0631477534273
MRI-ESM2-0,wind,0.75,1.1569305560826137,3.3343896689962165,2.1774591129136027,188.21000979406367
MRI-ESM2-0,wind,0.9,1.5341475522071901,4.7933917498979435,3.2592441976907534,212.44659244162355
MRI-ESM2-0,wind,0.95,1.7712679477171462,5.76545960603516,3.9941916583180133,225.4990084061435
MRI-ESM2-0,wind,0.99,2.290385645051189,7.5118351686196245,5.2214495235684355,227.97250475483742
UKESM1-0-LL,precip_consensus,0.01,0.001364441540446398,0.0,-0.001364441540446398,-100.0
UKESM1-0-LL,precip_consensus,0.05,0.020303170461220998,0.0,-0.020303170461220998,-99.99999999999999
UKESM1-0-LL,precip_consensus,0.1,0.06654387951424576,0.0,-0.06654387951424576,-100.0
UKESM1-0-LL,precip_consensus,0.25,0.36593424518266227,0.10429349621309017,-0.2616407489695721,-71.49938886943193
UKESM1-0-LL,precip_consensus,0.5,2.2381017066336617,2.7584101053882293,0.5203083987545676,23.247754881397487
UKESM1-0-LL,precip_consensus,0.75,8.251458253782918,11.6733525755632,3.4218943217802824,41.47017674374708
UKESM1-0-LL,precip_consensus,0.9,14.360511428963337,19.080615979924687,4.72010455096135,32.86863823973216
UKESM1-0-LL,precip_consensus,0.95,18.3865296573891,23.19814980938481,4.811620151995708,26.16926761958059
UKESM1-0-LL,precip_consensus,0.99,27.626554028149616,33.323968549976584,5.697414521826968,20.622964833115567
UKESM1-0-LL,tas,0.01,13.562005271069761,13.085337514408325,-0.47666775666143657,-3.514729180044312
UKESM1-0-LL,tas,0.05,14.648812302124492,14.682160841311287,0.03334853918679492,0.22765353599321114
UKESM1-0-LL,tas,0.1,15.102207967988353,15.550321418470398,0.44811345048204565,2.967204871181067
UKESM1-0-LL,tas,0.25,15.737775453943096,16.83954285168259,1.1017673977394953,7.000782295845044
UKESM1-0-LL,tas,0.5,16.308847934518468,17.732520998761977,1.4236730642435091,8.729452073866211
UKESM1-0-LL,tas,0.75,16.865925052617698,18.485967984225603,1.6200429316079052,9.605419960979042
UKESM1-0-LL,tas,0.9,17.407313362279044,19.217489907520086,1.8101765452410419,10.398942717740823
UKESM1-0-LL,tas,0.95,17.745614703974663,19.79854654614394,2.0529318421692757,11.568671338893996
UKESM1-0-LL,tas,0.99,18.484926735967406,21.121837088162803,2.6369103521953967,14.265192336762565
UKESM1-0-LL,tasmin,0.01,9.542661946133531,5.884654340900382,-3.6580076052331494,-38.33319912076829
UKESM1-0-LL,tasmin,0.05,10.947149455496104,8.016346540607413,-2.930802914888691,-26.772292885955416
UKESM1-0-LL,tasmin,0.1,11.58470564339559,9.114397926539043,-2.4703077168565475,-21.323871256624145
UKESM1-0-LL,tasmin,0.25,12.685621447575494,10.86902174819365,-1.816599699381845,-14.320147474754087
UKESM1-0-LL,tasmin,0.5,13.742193880351806,12.41151885152517,-1.3306750288266365,-9.683133860665416
UKESM1-0-LL,tasmin,0.75,14.416768534718585,13.490990001907788,-0.9257785328107975,-6.421539824138327
UKESM1-0-LL,tasmin,0.9,14.858966332105167,14.241676955926637,-0.6172893761785296,-4.154322463499883
UKESM1-0-LL,tasmin,0.95,15.083673829122157,14.655304855596848,-0.4283689735253091,-2.8399511841621377
UKESM1-0-LL,tasmin,0.99,15.500298562545993,15.505854238708187,0.00555567616219399,0.03584238161462514
UKESM1-0-LL,tasmax,0.01,17.143873053540084,18.918667255672627,1.7747942021325436,10.35235268360822
UKESM1-0-LL,tasmax,0.05,18.276754090956164,20.277529623729958,2.000775532773794,10.947105393095113
UKESM1-0-LL,tasmax,0.1,18.767814756936303,20.93339303438783,2.1655782774515266,11.538787575954528
UKESM1-0-LL,tasmax,0.25,19.459682347173867,21.9153899562815,2.455707609107634,12.619464004068272
UKESM1-0-LL,tasmax,0.5,20.219715939076544,23.042590515470266,2.8228745763937226,13.961000168841377
UKESM1-0-LL,tasmax,0.75,21.15149426054363,24.2342540803503,3.0827598198066717,14.574666838348655
UKESM1-0-LL,tasmax,0.9,22.202173256976607,25.43720304562097,3.2350297886443613,14.570779856552175
UKESM1-0-LL,tasmax,0.95,22.940708978444693,26.428733458805624,3.488024480360931,15.204519108970484
UKESM1-0-LL,tasmax,0.99,24.19964496694552,28.251458071515884,4.051813104570364,16.743274994756188
UKESM1-0-LL,rh,0.01,54.24143437771188,59.02183132901217,4.78039695130029,8.813183143373108
UKESM1-0-LL,rh,0.05,60.72498947629099,63.98790565761713,3.2629161813261334,5.373267594554433
UKESM1-0-LL,rh,0.1,64.51737287922357,67.64507535507119,3.127702475847613,4.847845372908577
UKESM1-0-LL,rh,0.25,71.44038562554204,73.98107234767227,2.540686722130232,3.5563731912749668
UKESM1-0-LL,rh,0.5,79.06523449541791,83.7063024552142,4.641067959796288,5.869922462653612
UKESM1-0-LL,rh,0.75,86.61181384245056,88.36456790778155,1.7527540653309899,2.023689364731815
UKESM1-0-LL,rh,0.9,91.60414646206316,90.84234263936027,-0.7618038227028876,-0.8316259166481947
UKESM1-0-LL,rh,0.95,93.54094944239945,92.36049526819114,-1.1804541742083074,-1.2619651406630272
UKESM1-0-LL,rh,0.99,96.10186713446025,95.04392978105388,-1.0579373534063734,-1.1008499469902784
UKESM1-0-LL,shortwave,0.01,8.123637298959586,15.682247516673606,7.558610217714019,93.04465400839682
UKESM1-0-LL,shortwave,0.05,12.362643611951848,17.01608445148406,4.653440839532211,37.64114687439018
UKESM1-0-LL,shortwave,0.1,14.294086126913156,17.803442236888447,3.5093561099752915,24.551105113098586
